"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","id","symbol"
2676.71637412973,0.192661744010651,0.115222791863887,1.67208015787574,0.0945085167344902,0.268790612415363,"PCMT1","PCMT1"
1437.86845926328,0.212863414007092,0.081681338868734,2.60602258674009,0.0091600421001405,0.0658788218096838,"PCMTD1","PCMTD1"
1265.70296073325,0.13528722541736,0.0600376939159165,2.25337145038968,0.0242357380838448,0.116454775368983,"PCMTD2","PCMTD2"
