"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
2676.7135493566,0.200702326538616,0.114506956998308,1.75275225016749,0.0796445426564264,0.269807539758461,"PCMT1"
1437.86744485536,0.224256618280951,0.0836063237304491,2.68229253810951,0.00731194884875333,0.065368421228165,"PCMTD1"
1265.70144982039,0.132523121216639,0.060413886461541,2.1935870869854,0.0282651075781836,0.143591593687145,"PCMTD2"
