"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl","symbol"
1023.07928906941,-0.0416351677169765,0.108547254427863,-0.383567211685174,0.70129924575477,0.865070144365349,"ENSG00000120265","PCMT1"
948.634454171006,0.287243060078257,0.128844991792496,2.22936922950688,0.0257893478310281,0.180460730360273,"ENSG00000168300","PCMTD1"
911.508663649898,0.224167387979713,0.113111896838288,1.98181972228966,0.0474994212899088,0.245715739756993,"ENSG00000203880","PCMTD2"
